Date,Price,European Union GDP Growth,Switzerland GDP Growth,EUR Gold Prices (onz),CHF Gold Prices (onz),Oil Prices (Mean)
06/28/2024,0.9628,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/27/2024,0.9616,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/26/2024,0.9581,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/25/2024,0.9584,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/24/2024,0.958,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/21/2024,0.9555,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/20/2024,0.9535,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/19/2024,0.9499,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/18/2024,0.9493,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/17/2024,0.9546,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/14/2024,0.9524,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/13/2024,0.9594,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/12/2024,0.9663,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/11/2024,0.9637,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/10/2024,0.9647,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/07/2024,0.9676,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/06/2024,0.9681,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/05/2024,0.9707,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/04/2024,0.9678,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
06/03/2024,0.9763,0.30%,0.40%,"2,161.7","2,078.2",28.52802703
05/31/2024,0.9777,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/30/2024,0.9781,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/29/2024,0.986,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/28/2024,0.9902,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/27/2024,0.9921,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/24/2024,0.9919,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/23/2024,0.9886,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/22/2024,0.9908,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/21/2024,0.9884,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/20/2024,0.9882,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/17/2024,0.988,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/16/2024,0.9844,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/15/2024,0.9816,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/14/2024,0.9805,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/13/2024,0.9797,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/10/2024,0.976,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/09/2024,0.9765,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/08/2024,0.9757,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/07/2024,0.9766,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/06/2024,0.9757,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/03/2024,0.974,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/02/2024,0.9765,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
05/01/2024,0.9804,0.30%,0.40%,"2,175.4","2,138.2",81.79694847
04/30/2024,0.9802,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/29/2024,0.9758,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/26/2024,0.9772,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/25/2024,0.9785,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/24/2024,0.9787,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/23/2024,0.9754,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/22/2024,0.9712,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/19/2024,0.9695,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/18/2024,0.9707,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/17/2024,0.9717,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/16/2024,0.969,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/15/2024,0.9681,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/12/2024,0.9727,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/11/2024,0.9757,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/10/2024,0.9802,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/09/2024,0.9807,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/08/2024,0.9828,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/05/2024,0.9767,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/04/2024,0.9766,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/03/2024,0.9783,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/02/2024,0.9775,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
04/01/2024,0.9713,0.30%,0.40%,"2,178.3","2,125.7",77.08639388
03/29/2024,0.9732,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/28/2024,0.9726,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/27/2024,0.9783,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/26/2024,0.9788,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/25/2024,0.9744,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/22/2024,0.9699,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/21/2024,0.9747,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/20/2024,0.9685,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/19/2024,0.9647,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/18/2024,0.965,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/15/2024,0.9619,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/14/2024,0.9617,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/13/2024,0.9617,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/12/2024,0.9583,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/11/2024,0.9585,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/08/2024,0.9597,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/07/2024,0.9605,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/06/2024,0.961,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/05/2024,0.9587,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/04/2024,0.9603,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
03/01/2024,0.9572,0.30%,0.10%,"1,984.9","1,917.0",18.2952845
02/29/2024,0.9554,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/28/2024,0.9521,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/27/2024,0.9524,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/26/2024,0.9546,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/23/2024,0.9533,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/22/2024,0.9525,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/21/2024,0.9512,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/20/2024,0.9526,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/19/2024,0.9506,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/16/2024,0.9487,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/15/2024,0.9477,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/14/2024,0.9502,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/13/2024,0.9496,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/12/2024,0.9431,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/09/2024,0.943,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/08/2024,0.9414,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/07/2024,0.9417,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/06/2024,0.9352,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/05/2024,0.935,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/02/2024,0.9343,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
02/01/2024,0.9323,0.30%,0.10%,"1,874.9","1,775.5",72.96144586
01/31/2024,0.9314,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/30/2024,0.9343,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/29/2024,0.9328,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/26/2024,0.938,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/25/2024,0.94,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/24/2024,0.9388,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/23/2024,0.9439,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/22/2024,0.9455,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/19/2024,0.9464,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/18/2024,0.9439,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/17/2024,0.9403,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/16/2024,0.9368,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/15/2024,0.9365,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/12/2024,0.9331,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/11/2024,0.9344,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/10/2024,0.9334,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/09/2024,0.9313,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/08/2024,0.9283,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/05/2024,0.9298,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/04/2024,0.9302,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/03/2024,0.9272,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/02/2024,0.9298,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
01/01/2024,0.929,0.30%,0.10%,"1,866.2","1,747.6",102.4679962
12/29/2023,0.9287,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/28/2023,0.9338,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/27/2023,0.9361,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/26/2023,0.9423,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/25/2023,0.9424,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/22/2023,0.9419,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/21/2023,0.9424,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/20/2023,0.9435,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/19/2023,0.9452,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/18/2023,0.9469,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/15/2023,0.948,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/14/2023,0.9534,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/13/2023,0.9476,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/12/2023,0.9444,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/11/2023,0.9453,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/08/2023,0.9465,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/07/2023,0.9443,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/06/2023,0.9412,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/05/2023,0.9443,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/04/2023,0.9455,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
12/01/2023,0.9458,0.10%,0.30%,"1,863.7","1,760.1",100.0096652
11/30/2023,0.9525,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/29/2023,0.9585,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/28/2023,0.9649,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/27/2023,0.9641,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/24/2023,0.9653,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/23/2023,0.9641,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/22/2023,0.9621,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/21/2023,0.9637,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/20/2023,0.9678,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/17/2023,0.9658,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/16/2023,0.964,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/15/2023,0.963,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/14/2023,0.9671,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/13/2023,0.9642,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/10/2023,0.9642,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/09/2023,0.9628,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/08/2023,0.9627,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/07/2023,0.9629,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/06/2023,0.9638,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/03/2023,0.9643,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/02/2023,0.9623,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
11/01/2023,0.9593,0.10%,0.30%,"1,835.6","1,768.1",100.5131516
10/31/2023,0.9628,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/30/2023,0.9571,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/27/2023,0.9529,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/26/2023,0.9489,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/25/2023,0.9472,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/24/2023,0.9457,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/23/2023,0.9503,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/20/2023,0.9446,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/19/2023,0.943,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/18/2023,0.947,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/17/2023,0.9519,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/16/2023,0.9502,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/13/2023,0.9479,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/12/2023,0.956,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/11/2023,0.9574,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/10/2023,0.9588,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/09/2023,0.9577,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/06/2023,0.9632,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/05/2023,0.9621,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/04/2023,0.9631,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/03/2023,0.9636,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
10/02/2023,0.9618,0.10%,0.30%,"1,811.1","1,728.7",146.9505442
09/29/2023,0.967,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/28/2023,0.9659,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/27/2023,0.9672,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/26/2023,0.9678,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/25/2023,0.9657,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/22/2023,0.966,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/21/2023,0.9638,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/20/2023,0.9576,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/19/2023,0.9583,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/18/2023,0.9588,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/15/2023,0.9562,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/14/2023,0.9529,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/13/2023,0.9587,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/12/2023,0.9582,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/11/2023,0.9573,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/08/2023,0.9556,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/07/2023,0.9551,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/06/2023,0.9557,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/05/2023,0.9536,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/04/2023,0.954,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
09/01/2023,0.9541,0.10%,0.20%,"1,795.6","1,723.4",101.4350341
08/31/2023,0.9574,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/30/2023,0.959,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/29/2023,0.9552,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/28/2023,0.9558,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/25/2023,0.9553,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/24/2023,0.9558,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/23/2023,0.9531,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/22/2023,0.9544,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/21/2023,0.9566,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/18/2023,0.9579,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/17/2023,0.9547,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/16/2023,0.9571,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/15/2023,0.9574,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/14/2023,0.9574,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/11/2023,0.9595,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/10/2023,0.9624,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/09/2023,0.9624,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/08/2023,0.9596,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/07/2023,0.9598,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/04/2023,0.9608,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/03/2023,0.9566,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/02/2023,0.9596,0.10%,0.20%,"1,759.0","1,685.8",114.10623
08/01/2023,0.9611,0.10%,0.20%,"1,759.0","1,685.8",114.10623
07/31/2023,0.9585,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/28/2023,0.9581,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/27/2023,0.9532,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/26/2023,0.9538,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/25/2023,0.9543,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/24/2023,0.9621,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/21/2023,0.9627,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/20/2023,0.9645,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/19/2023,0.9612,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/18/2023,0.9623,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/17/2023,0.9668,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/14/2023,0.9674,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/13/2023,0.9637,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/12/2023,0.9652,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/11/2023,0.9678,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/10/2023,0.9735,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/07/2023,0.9741,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/06/2023,0.9744,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/05/2023,0.9753,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/04/2023,0.9753,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
07/03/2023,0.978,0.10%,0.20%,"1,762.6","1,702.1",27.48357118
06/30/2023,0.9768,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/29/2023,0.977,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/28/2023,0.9785,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/27/2023,0.9793,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/26/2023,0.9766,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/23/2023,0.9771,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/22/2023,0.9803,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/21/2023,0.9809,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/20/2023,0.9801,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/19/2023,0.978,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/16/2023,0.9774,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/15/2023,0.9759,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
06/14/2023,0.9759,0.10%,-0.20%,"1,791.7","1,748.7",77.11199445
